timestamp,source,price,binance_price_at_time
1764942454.6601374,BINANCE,90392.815,90392.815
1764942454.660221,BINANCE,90392.815,90392.815
1764942454.6603007,BINANCE,90392.815,90392.815
1764942454.6603863,BINANCE,90392.815,90392.815
1764942454.6604767,BINANCE,90392.815,90392.815
1764942454.660592,BINANCE,90392.815,90392.815
1764942454.6606514,BINANCE,90392.815,90392.815
1764942454.6620843,BINANCE,90392.815,90392.815
1764942454.6621451,BINANCE,90392.815,90392.815
1764942454.6700454,BINANCE,90392.815,90392.815
1764942454.670137,BINANCE,90392.815,90392.815
1764942454.6702135,BINANCE,90392.815,90392.815
1764942454.6702683,BINANCE,90392.815,90392.815
1764942454.6815214,BINANCE,90392.815,90392.815
1764942454.6896422,BINANCE,90392.815,90392.815
1764942454.7029943,BINANCE,90392.815,90392.815
1764942454.719729,BINANCE,90392.815,90392.815
1764942454.719816,BINANCE,90392.815,90392.815
1764942454.7198935,BINANCE,90392.815,90392.815
1764942454.7199686,BINANCE,90392.815,90392.815
1764942454.7200437,BINANCE,90392.815,90392.815
1764942454.7201161,BINANCE,90392.815,90392.815
1764942454.7201912,BINANCE,90392.815,90392.815
1764942454.7202647,BINANCE,90392.815,90392.815
1764942454.7203393,BINANCE,90392.815,90392.815
1764942454.720392,BINANCE,90392.815,90392.815
1764942454.7214391,BINANCE,90392.815,90392.815
1764942454.722557,BINANCE,90392.815,90392.815
1764942454.7466018,BINANCE,90392.815,90392.815
1764942454.7545588,BINANCE,90392.815,90392.815
1764942454.7546446,BINANCE,90392.815,90392.815
1764942454.7547243,BINANCE,90392.815,90392.815
1764942454.7547796,BINANCE,90392.815,90392.815
1764942454.75688,BINANCE,90392.815,90392.815
1764942454.756967,BINANCE,90392.815,90392.815
1764942454.7570462,BINANCE,90392.815,90392.815
1764942454.7571228,BINANCE,90392.815,90392.815
1764942454.7571995,BINANCE,90392.815,90392.815
1764942454.7572896,BINANCE,90392.815,90392.815
1764942454.7573662,BINANCE,90392.815,90392.815
1764942454.7574818,BINANCE,90392.815,90392.815
1764942454.7575674,BINANCE,90392.815,90392.815
1764942454.757754,BINANCE,90392.815,90392.815
1764942454.7578368,BINANCE,90392.815,90392.815
1764942454.757914,BINANCE,90392.815,90392.815
1764942454.7579923,BINANCE,90392.815,90392.815
1764942454.7580695,BINANCE,90392.815,90392.815
1764942454.7581258,BINANCE,90392.815,90392.815
1764942454.7594097,BINANCE,90392.815,90392.815
1764942454.7602282,BINANCE,90392.815,90392.815
1764942454.7616284,BINANCE,90392.815,90392.815
1764942454.769283,BINANCE,90392.815,90392.815
1764942454.7893836,BINANCE,90392.815,90392.815
1764942454.7894716,BINANCE,90392.815,90392.815
1764942454.789529,BINANCE,90392.815,90392.815
1764942454.7918737,BINANCE,90392.815,90392.815
1764942454.791958,BINANCE,90392.815,90392.815
1764942454.7920377,BINANCE,90392.815,90392.815
1764942454.7921162,BINANCE,90392.815,90392.815
1764942454.7921948,BINANCE,90392.815,90392.815
1764942454.7922735,BINANCE,90392.815,90392.815
1764942454.7923293,BINANCE,90392.815,90392.815
1764942454.792637,BINANCE,90392.815,90392.815
1764942454.7927237,BINANCE,90392.815,90392.815
1764942454.7928035,BINANCE,90392.815,90392.815
1764942454.7928603,BINANCE,90392.815,90392.815
1764942454.866054,BINANCE,90392.815,90392.815
1764942454.8661542,BINANCE,90392.815,90392.815
1764942454.8662333,BINANCE,90392.815,90392.815
1764942454.86631,BINANCE,90392.815,90392.815
1764942454.866386,BINANCE,90392.815,90392.815
1764942454.8664615,BINANCE,90392.815,90392.815
1764942454.866518,BINANCE,90392.815,90392.815
1764942454.9194512,BINANCE,90392.815,90392.815
1764942454.919532,BINANCE,90392.815,90392.815
1764942454.9403872,BINANCE,90392.815,90392.815
1764942454.952614,BINANCE,90392.815,90392.815
1764942454.9526763,BINANCE,90392.815,90392.815
1764942454.9546304,BINANCE,90392.815,90392.815
1764942454.9547167,BINANCE,90392.815,90392.815
1764942454.954799,BINANCE,90392.815,90392.815
1764942454.9548779,BINANCE,90392.815,90392.815
1764942454.9549341,BINANCE,90392.815,90392.815
1764942454.956593,BINANCE,90392.815,90392.815
1764942454.9566789,BINANCE,90392.815,90392.815
1764942454.9567575,BINANCE,90392.815,90392.815
1764942454.9568357,BINANCE,90392.815,90392.815
1764942454.9569142,BINANCE,90392.815,90392.815
1764942454.9569921,BINANCE,90392.815,90392.815
1764942454.9570704,BINANCE,90392.815,90392.815
1764942454.9571264,BINANCE,90392.815,90392.815
1764942454.9574432,BINANCE,90392.815,90392.815
1764942454.9575293,BINANCE,90392.815,90392.815
1764942454.9575863,BINANCE,90392.815,90392.815
1764942454.9584281,BINANCE,90392.815,90392.815
1764942454.9584892,BINANCE,90392.815,90392.815
1764942454.9602675,BINANCE,90392.815,90392.815
1764942454.9683664,BINANCE,90392.815,90392.815
1764942454.9912508,BINANCE,90392.815,90392.815
1764942455.0536122,CHAINLINK,90405.78488103556,90392.815
1764942455.055225,BINANCE,90392.815,90392.815
1764942455.0652661,BINANCE,90392.815,90392.815
1764942455.0682654,BINANCE,90392.815,90392.815
1764942455.0803454,BINANCE,90392.815,90392.815
1764942455.0833023,BINANCE,90392.815,90392.815
1764942455.1200042,BINANCE,90392.82500000001,90392.82500000001
1764942455.1201086,BINANCE,90392.82500000001,90392.82500000001
1764942455.1201947,BINANCE,90392.82500000001,90392.82500000001
1764942455.120276,BINANCE,90392.82500000001,90392.82500000001
1764942455.120406,BINANCE,90392.82500000001,90392.82500000001
1764942455.1204948,BINANCE,90399.155,90399.155
1764942455.1205773,BINANCE,90399.155,90399.155
1764942455.1206648,BINANCE,90399.155,90399.155
1764942455.1207442,BINANCE,90399.155,90399.155
1764942455.1208265,BINANCE,90399.155,90399.155
1764942455.1209042,BINANCE,90399.155,90399.155
1764942455.120982,BINANCE,90399.155,90399.155
1764942455.1210613,BINANCE,90399.155,90399.155
1764942455.1211395,BINANCE,90399.155,90399.155
1764942455.121195,BINANCE,90399.155,90399.155
1764942455.1231122,BINANCE,90399.155,90399.155
1764942455.1232004,BINANCE,90399.155,90399.155
1764942455.1232817,BINANCE,90399.155,90399.155
1764942455.1233602,BINANCE,90399.155,90399.155
1764942455.1234384,BINANCE,90399.155,90399.155
1764942455.123563,BINANCE,90399.155,90399.155
1764942455.1236491,BINANCE,90399.155,90399.155
1764942455.1237292,BINANCE,90399.155,90399.155
1764942455.1238508,BINANCE,90399.155,90399.155
1764942455.123939,BINANCE,90399.155,90399.155
1764942455.1240182,BINANCE,90399.155,90399.155
1764942455.1241162,BINANCE,90399.155,90399.155
1764942455.124197,BINANCE,90399.155,90399.155
1764942455.1242743,BINANCE,90399.155,90399.155
1764942455.124349,BINANCE,90399.155,90399.155
1764942455.1244256,BINANCE,90399.155,90399.155
1764942455.1245,BINANCE,90399.155,90399.155
1764942455.1245754,BINANCE,90399.155,90399.155
1764942455.1246505,BINANCE,90399.155,90399.155
1764942455.124725,BINANCE,90399.155,90399.155
1764942455.1248,BINANCE,90399.155,90399.155
1764942455.1248739,BINANCE,90399.155,90399.155
1764942455.1249485,BINANCE,90399.155,90399.155
1764942455.1250224,BINANCE,90399.155,90399.155
1764942455.1250966,BINANCE,90399.155,90399.155
1764942455.12517,BINANCE,90399.155,90399.155
1764942455.125255,BINANCE,90399.155,90399.155
1764942455.1253314,BINANCE,90399.155,90399.155
1764942455.1254058,BINANCE,90399.155,90399.155
1764942455.125534,BINANCE,90399.155,90399.155
1764942455.1256127,BINANCE,90399.155,90399.155
1764942455.1256893,BINANCE,90399.155,90399.155
1764942455.1257646,BINANCE,90399.155,90399.155
1764942455.1258395,BINANCE,90399.155,90399.155
1764942455.125914,BINANCE,90399.155,90399.155
1764942455.125989,BINANCE,90399.155,90399.155
1764942455.1260629,BINANCE,90399.155,90399.155
1764942455.1261382,BINANCE,90399.155,90399.155
1764942455.1262124,BINANCE,90399.155,90399.155
1764942455.126331,BINANCE,90399.155,90399.155
1764942455.1264114,BINANCE,90399.155,90399.155
1764942455.126487,BINANCE,90399.155,90399.155
1764942455.1265666,BINANCE,90399.155,90399.155
1764942455.1266422,BINANCE,90399.155,90399.155
1764942455.1267173,BINANCE,90399.155,90399.155
1764942455.126792,BINANCE,90399.155,90399.155
1764942455.1268659,BINANCE,90399.155,90399.155
1764942455.126941,BINANCE,90399.155,90399.155
1764942455.1270163,BINANCE,90399.155,90399.155
1764942455.1270905,BINANCE,90399.155,90399.155
1764942455.1271658,BINANCE,90399.155,90399.155
1764942455.1272407,BINANCE,90399.155,90399.155
1764942455.1273155,BINANCE,90399.155,90399.155
1764942455.12739,BINANCE,90399.155,90399.155
1764942455.1274655,BINANCE,90399.155,90399.155
1764942455.1275399,BINANCE,90399.155,90399.155
1764942455.1276147,BINANCE,90399.155,90399.155
1764942455.1276886,BINANCE,90399.155,90399.155
1764942455.1277661,BINANCE,90399.155,90399.155
1764942455.1278408,BINANCE,90399.155,90399.155
1764942455.1279168,BINANCE,90399.155,90399.155
1764942455.1279914,BINANCE,90399.155,90399.155
1764942455.1280653,BINANCE,90399.155,90399.155
1764942455.1281397,BINANCE,90399.155,90399.155
1764942455.1282146,BINANCE,90399.155,90399.155
1764942455.128288,BINANCE,90399.155,90399.155
1764942455.1283638,BINANCE,90399.155,90399.155
1764942455.1284397,BINANCE,90399.155,90399.155
1764942455.128515,BINANCE,90399.155,90399.155
1764942455.12859,BINANCE,90399.155,90399.155
1764942455.128663,BINANCE,90399.155,90399.155
1764942455.1287384,BINANCE,90399.155,90399.155
1764942455.1288118,BINANCE,90399.155,90399.155
1764942455.128885,BINANCE,90399.155,90399.155
1764942455.1289618,BINANCE,90399.155,90399.155
1764942455.1290374,BINANCE,90399.155,90399.155
1764942455.1291118,BINANCE,90399.155,90399.155
1764942455.1291673,BINANCE,90399.155,90399.155
1764942455.13536,BINANCE,90399.155,90399.155
1764942455.1376848,BINANCE,90399.155,90399.155
1764942455.1394994,BINANCE,90399.155,90399.155
1764942455.1406162,BINANCE,90399.155,90399.155
1764942455.1406784,BINANCE,90399.155,90399.155
1764942455.1553228,BINANCE,90399.155,90399.155
1764942455.1693015,BINANCE,90399.155,90399.155
1764942455.1722753,BINANCE,90399.155,90399.155
1764942455.1732738,BINANCE,90399.155,90399.155
1764942455.2172825,BINANCE,90399.155,90399.155
1764942455.2197044,BINANCE,90399.155,90399.155
1764942455.219789,BINANCE,90399.155,90399.155
1764942455.2198684,BINANCE,90399.155,90399.155
1764942455.2199433,BINANCE,90399.155,90399.155
1764942455.2200193,BINANCE,90399.155,90399.155
1764942455.2200942,BINANCE,90399.155,90399.155
1764942455.2201693,BINANCE,90399.155,90399.155
1764942455.220289,BINANCE,90399.155,90399.155
1764942455.220371,BINANCE,90399.155,90399.155
1764942455.2204473,BINANCE,90399.155,90399.155
1764942455.2205226,BINANCE,90399.155,90399.155
1764942455.2205775,BINANCE,90399.155,90399.155
1764942455.2213564,BINANCE,90399.155,90399.155
1764942455.2214417,BINANCE,90399.155,90399.155
1764942455.2215002,BINANCE,90399.155,90399.155
1764942455.222235,BINANCE,90399.155,90399.155
1764942455.2253213,BINANCE,90399.155,90399.155
1764942455.2253823,BINANCE,90399.155,90399.155
1764942455.2355156,BINANCE,90399.155,90399.155
1764942455.2373023,BINANCE,90399.155,90399.155
1764942455.2383587,BINANCE,90399.155,90399.155
1764942455.2424126,BINANCE,90399.155,90399.155
1764942455.2473266,BINANCE,90399.155,90399.155
1764942455.2613919,BINANCE,90399.155,90399.155
1764942455.263669,BINANCE,90399.155,90399.155
1764942455.2637527,BINANCE,90399.155,90399.155
1764942455.2638316,BINANCE,90399.155,90399.155
1764942455.2638867,BINANCE,90399.155,90399.155
1764942455.2643962,BINANCE,90399.155,90399.155
1764942455.2656775,BINANCE,90399.155,90399.155
1764942455.2657626,BINANCE,90399.155,90399.155
1764942455.265843,BINANCE,90399.155,90399.155
1764942455.2659223,BINANCE,90399.155,90399.155
1764942455.266001,BINANCE,90399.155,90399.155
1764942455.2660627,BINANCE,90399.155,90399.155
1764942455.2663732,BINANCE,90399.155,90399.155
1764942455.2675796,BINANCE,90399.155,90399.155
1764942455.2676623,BINANCE,90399.155,90399.155
1764942455.2677176,BINANCE,90399.155,90399.155
1764942455.2733307,BINANCE,90399.155,90399.155
1764942455.2862473,BINANCE,90399.155,90399.155
1764942455.3052957,BINANCE,90399.155,90399.155
1764942455.3192909,BINANCE,90399.155,90399.155
1764942455.320313,BINANCE,90399.155,90399.155
1764942455.3203733,BINANCE,90399.155,90399.155
1764942455.3223453,BINANCE,90399.155,90399.155
1764942455.322403,BINANCE,90399.155,90399.155
1764942455.3232558,BINANCE,90399.155,90399.155
1764942455.3254354,BINANCE,90399.155,90399.155
1764942455.3255215,BINANCE,90399.155,90399.155
1764942455.325586,BINANCE,90399.155,90399.155
1764942455.355485,BINANCE,90399.155,90399.155
1764942455.3692791,BINANCE,90399.155,90399.155
1764942455.3903384,BINANCE,90399.155,90399.155
1764942455.3922057,BINANCE,90399.155,90399.155
1764942455.4053454,BINANCE,90399.155,90399.155
1764942455.4142535,BINANCE,90399.155,90399.155
1764942455.4192467,BINANCE,90399.155,90399.155
1764942455.4202814,BINANCE,90399.155,90399.155
1764942455.4243135,BINANCE,90399.155,90399.155
1764942455.4962294,BINANCE,90399.155,90399.155
1764942455.5193095,BINANCE,90399.155,90399.155
1764942455.519398,BINANCE,90399.155,90399.155
1764942455.5194752,BINANCE,90399.155,90399.155
1764942455.519529,BINANCE,90399.155,90399.155
1764942455.520243,BINANCE,90399.155,90399.155
1764942455.5222678,BINANCE,90399.155,90399.155
1764942455.5613213,BINANCE,90399.155,90399.155
1764942455.706333,BINANCE,90399.155,90399.155
1764942455.7609468,BINANCE,90399.155,90399.155
1764942455.7610571,BINANCE,90399.155,90399.155
1764942455.76114,BINANCE,90399.155,90399.155
1764942455.7612326,BINANCE,90399.155,90399.155
1764942455.7613125,BINANCE,90399.155,90399.155
1764942455.76137,BINANCE,90399.155,90399.155
1764942455.7617874,BINANCE,90399.155,90399.155
1764942455.76188,BINANCE,90399.155,90399.155
1764942455.761958,BINANCE,90399.155,90399.155
1764942455.762013,BINANCE,90399.155,90399.155
1764942455.7628613,BINANCE,90399.155,90399.155
1764942455.7640586,BINANCE,90399.155,90399.155
1764942455.7641685,BINANCE,90399.155,90399.155
1764942455.7642527,BINANCE,90399.155,90399.155
1764942455.7643282,BINANCE,90399.155,90399.155
1764942455.764382,BINANCE,90399.155,90399.155
1764942455.7652664,BINANCE,90399.155,90399.155
1764942455.7653503,BINANCE,90399.155,90399.155
1764942455.765428,BINANCE,90399.155,90399.155
1764942455.765504,BINANCE,90399.155,90399.155
1764942455.7655785,BINANCE,90399.155,90399.155
1764942455.7656515,BINANCE,90399.155,90399.155
1764942455.7657235,BINANCE,90399.155,90399.155
1764942455.7657962,BINANCE,90399.155,90399.155
1764942455.7658489,BINANCE,90399.155,90399.155
1764942455.7662961,BINANCE,90399.155,90399.155
1764942455.7663765,BINANCE,90399.155,90399.155
1764942455.7664514,BINANCE,90399.155,90399.155
1764942455.7665293,BINANCE,90399.155,90399.155
1764942455.7666013,BINANCE,90399.155,90399.155
1764942455.7666738,BINANCE,90399.155,90399.155
1764942455.766746,BINANCE,90399.155,90399.155
1764942455.7668643,BINANCE,90399.155,90399.155
1764942455.7669454,BINANCE,90399.155,90399.155
1764942455.7670205,BINANCE,90399.155,90399.155
1764942455.7670949,BINANCE,90399.155,90399.155
1764942455.767167,BINANCE,90399.155,90399.155
1764942455.7672403,BINANCE,90399.155,90399.155
1764942455.7673144,BINANCE,90399.155,90399.155
1764942455.7673876,BINANCE,90399.155,90399.155
1764942455.7674606,BINANCE,90399.155,90399.155
1764942455.7675335,BINANCE,90399.155,90399.155
1764942455.7676072,BINANCE,90399.155,90399.155
1764942455.7676802,BINANCE,90399.155,90399.155
1764942455.7677534,BINANCE,90399.155,90399.155
1764942455.7678099,BINANCE,90399.155,90399.155
1764942455.7681165,BINANCE,90399.10500000001,90399.10500000001
1764942455.7682018,BINANCE,90399.10500000001,90399.10500000001
1764942455.768279,BINANCE,90399.10500000001,90399.10500000001
1764942455.7683544,BINANCE,90399.10500000001,90399.10500000001
1764942455.7684274,BINANCE,90399.10500000001,90399.10500000001
1764942455.7685013,BINANCE,90399.10500000001,90399.10500000001
1764942455.768574,BINANCE,90399.10500000001,90399.10500000001
1764942455.7686996,BINANCE,90399.10500000001,90399.10500000001
1764942455.7687764,BINANCE,90397.015,90397.015
1764942455.7688508,BINANCE,90397.015,90397.015
1764942455.7689242,BINANCE,90397.015,90397.015
1764942455.7689974,BINANCE,90397.015,90397.015
1764942455.7690709,BINANCE,90397.015,90397.015
1764942455.769144,BINANCE,90397.015,90397.015
1764942455.7692292,BINANCE,90397.015,90397.015
1764942455.7693028,BINANCE,90397.015,90397.015
1764942455.769378,BINANCE,90397.015,90397.015
1764942455.7694325,BINANCE,90397.015,90397.015
1764942455.7714624,BINANCE,90397.015,90397.015
1764942455.7715437,BINANCE,90399.10500000001,90399.10500000001
1764942455.7716203,BINANCE,90399.10500000001,90399.10500000001
1764942455.7716968,BINANCE,90399.10500000001,90399.10500000001
1764942455.7717714,BINANCE,90399.10500000001,90399.10500000001
1764942455.7718463,BINANCE,90399.10500000001,90399.10500000001
1764942455.7719219,BINANCE,90399.10500000001,90399.10500000001
1764942455.7719967,BINANCE,90399.10500000001,90399.10500000001
1764942455.7721152,BINANCE,90399.10500000001,90399.10500000001
1764942455.7721975,BINANCE,90399.10500000001,90399.10500000001
1764942455.7722738,BINANCE,90399.10500000001,90399.10500000001
1764942455.772349,BINANCE,90399.10500000001,90399.10500000001
1764942455.772424,BINANCE,90399.10500000001,90399.10500000001
1764942455.7725022,BINANCE,90399.10500000001,90399.10500000001
1764942455.7725775,BINANCE,90399.10500000001,90399.10500000001
1764942455.7726526,BINANCE,90399.10500000001,90399.10500000001
1764942455.772728,BINANCE,90399.10500000001,90399.10500000001
1764942455.7728035,BINANCE,90399.10500000001,90399.10500000001
1764942455.7728782,BINANCE,90399.10500000001,90399.10500000001
1764942455.7729528,BINANCE,90399.10500000001,90399.10500000001
1764942455.77308,BINANCE,90399.10500000001,90399.10500000001
1764942455.773161,BINANCE,90399.10500000001,90399.10500000001
1764942455.7732463,BINANCE,90399.10500000001,90399.10500000001
1764942455.7733216,BINANCE,90399.10500000001,90399.10500000001
1764942455.7733965,BINANCE,90399.10500000001,90399.10500000001
1764942455.7734718,BINANCE,90399.10500000001,90399.10500000001
1764942455.7735462,BINANCE,90399.10500000001,90399.10500000001
1764942455.7736218,BINANCE,90399.10500000001,90399.10500000001
1764942455.7737002,BINANCE,90399.10500000001,90399.10500000001
1764942455.7737753,BINANCE,90399.10500000001,90399.10500000001
1764942455.7738492,BINANCE,90399.10500000001,90399.10500000001
1764942455.7739244,BINANCE,90399.10500000001,90399.10500000001
1764942455.774,BINANCE,90399.10500000001,90399.10500000001
1764942455.7740965,BINANCE,90399.10500000001,90399.10500000001
1764942455.7741838,BINANCE,90399.10500000001,90399.10500000001
1764942455.7742615,BINANCE,90399.10500000001,90399.10500000001
1764942455.77439,BINANCE,90399.10500000001,90399.10500000001
1764942455.7744722,BINANCE,90399.10500000001,90399.10500000001
1764942455.7745495,BINANCE,90399.10500000001,90399.10500000001
1764942455.7746274,BINANCE,90399.10500000001,90399.10500000001
1764942455.7747052,BINANCE,90399.10500000001,90399.10500000001
1764942455.7747827,BINANCE,90399.10500000001,90399.10500000001
1764942455.7748597,BINANCE,90399.10500000001,90399.10500000001
1764942455.7749357,BINANCE,90399.10500000001,90399.10500000001
1764942455.7750444,BINANCE,90399.10500000001,90399.10500000001
1764942455.7751324,BINANCE,90399.10500000001,90399.10500000001
1764942455.7752116,BINANCE,90399.10500000001,90399.10500000001
1764942455.775291,BINANCE,90392.845,90392.845
1764942455.7753692,BINANCE,90392.845,90392.845
1764942455.7754626,BINANCE,90392.845,90392.845
1764942455.7755826,BINANCE,90392.845,90392.845
1764942455.7756643,BINANCE,90392.845,90392.845
1764942455.7757425,BINANCE,90392.845,90392.845
1764942455.7758195,BINANCE,90392.845,90392.845
1764942455.7758963,BINANCE,90392.845,90392.845
1764942455.7759714,BINANCE,90392.845,90392.845
1764942455.7760475,BINANCE,90392.845,90392.845
1764942455.7761238,BINANCE,90392.845,90392.845
1764942455.7762456,BINANCE,90392.845,90392.845
1764942455.7763293,BINANCE,90392.845,90392.845
1764942455.7764077,BINANCE,90392.845,90392.845
1764942455.776528,BINANCE,90392.845,90392.845
1764942455.7766082,BINANCE,90392.845,90392.845
1764942455.776687,BINANCE,90392.845,90392.845
1764942455.7767634,BINANCE,90392.845,90392.845
1764942455.776882,BINANCE,90392.845,90392.845
1764942455.7769666,BINANCE,90392.845,90392.845
1764942455.7770455,BINANCE,90392.845,90392.845
1764942455.7771223,BINANCE,90392.845,90392.845
1764942455.7771988,BINANCE,90392.845,90392.845
1764942455.7772882,BINANCE,90392.845,90392.845
1764942455.777365,BINANCE,90392.845,90392.845
1764942455.7774417,BINANCE,90392.845,90392.845
1764942455.7775183,BINANCE,90392.845,90392.845
1764942455.7775953,BINANCE,90392.845,90392.845
1764942455.7776716,BINANCE,90392.845,90392.845
1764942455.7777512,BINANCE,90392.845,90392.845
1764942455.7778292,BINANCE,90392.845,90392.845
1764942455.7779057,BINANCE,90392.845,90392.845
1764942455.7779815,BINANCE,90392.845,90392.845
1764942455.778057,BINANCE,90392.845,90392.845
1764942455.778133,BINANCE,90392.845,90392.845
1764942455.7782087,BINANCE,90392.845,90392.845
1764942455.7782855,BINANCE,90392.845,90392.845
1764942455.7783618,BINANCE,90392.845,90392.845
1764942455.7784395,BINANCE,90392.845,90392.845
1764942455.778516,BINANCE,90392.845,90392.845
1764942455.7785928,BINANCE,90392.845,90392.845
1764942455.7786684,BINANCE,90392.845,90392.845
1764942455.778745,BINANCE,90392.845,90392.845
1764942455.7788682,BINANCE,90392.845,90392.845
1764942455.7789526,BINANCE,90392.845,90392.845
1764942455.7790346,BINANCE,90392.845,90392.845
1764942455.779112,BINANCE,90392.845,90392.845
1764942455.7791886,BINANCE,90392.845,90392.845
1764942455.779265,BINANCE,90392.845,90392.845
1764942455.7793477,BINANCE,90392.845,90392.845
1764942455.7794254,BINANCE,90392.845,90392.845
1764942455.7795029,BINANCE,90392.845,90392.845
1764942455.77958,BINANCE,90392.845,90392.845
1764942455.7796578,BINANCE,90392.845,90392.845
1764942455.779735,BINANCE,90392.845,90392.845
1764942455.7798593,BINANCE,90392.845,90392.845
1764942455.7799416,BINANCE,90392.845,90392.845
1764942455.7800193,BINANCE,90392.845,90392.845
1764942455.7800968,BINANCE,90392.845,90392.845
1764942455.7801743,BINANCE,90392.845,90392.845
1764942455.7802498,BINANCE,90392.845,90392.845
1764942455.7803302,BINANCE,90392.845,90392.845
1764942455.7804072,BINANCE,90392.845,90392.845
1764942455.7804844,BINANCE,90392.845,90392.845
1764942455.7805605,BINANCE,90392.845,90392.845
1764942455.780637,BINANCE,90392.845,90392.845
1764942455.7807128,BINANCE,90392.845,90392.845
1764942455.7807915,BINANCE,90392.845,90392.845
1764942455.780868,BINANCE,90392.845,90392.845
1764942455.7809434,BINANCE,90392.845,90392.845
1764942455.781066,BINANCE,90392.845,90392.845
1764942455.781151,BINANCE,90392.845,90392.845
1764942455.7812412,BINANCE,90392.845,90392.845
1764942455.78132,BINANCE,90392.845,90392.845
1764942455.7813978,BINANCE,90392.845,90392.845
1764942455.7814746,BINANCE,90392.845,90392.845
1764942455.7815504,BINANCE,90392.845,90392.845
1764942455.7816281,BINANCE,90392.845,90392.845
1764942455.7817054,BINANCE,90392.845,90392.845
1764942455.781781,BINANCE,90392.845,90392.845
1764942455.7818573,BINANCE,90392.845,90392.845
1764942455.7819335,BINANCE,90392.845,90392.845
1764942455.7820096,BINANCE,90392.845,90392.845
1764942455.7820864,BINANCE,90392.845,90392.845
1764942455.7821639,BINANCE,90392.845,90392.845
1764942455.7822416,BINANCE,90392.845,90392.845
1764942455.7823176,BINANCE,90392.845,90392.845
1764942455.782393,BINANCE,90392.845,90392.845
1764942455.78247,BINANCE,90392.845,90392.845
1764942455.782593,BINANCE,90392.845,90392.845
1764942455.7826784,BINANCE,90392.845,90392.845
1764942455.7827566,BINANCE,90392.845,90392.845
1764942455.7828348,BINANCE,90392.845,90392.845
1764942455.7829149,BINANCE,90392.845,90392.845
1764942455.7829926,BINANCE,90392.845,90392.845
1764942455.7830696,BINANCE,90392.845,90392.845
1764942455.783147,BINANCE,90392.845,90392.845
1764942455.783224,BINANCE,90392.845,90392.845
1764942455.7833006,BINANCE,90392.845,90392.845
1764942455.7833786,BINANCE,90392.845,90392.845
1764942455.783457,BINANCE,90392.845,90392.845
1764942455.7835789,BINANCE,90392.845,90392.845
1764942455.7836647,BINANCE,90392.845,90392.845
1764942455.7837434,BINANCE,90392.845,90392.845
