Timestamp,Side,Thought entry price,Actual entry price,Spread,Velocity,OrderID,Size,Tick_1,Tick_2,Tick_3,Tick_4,Tick_5,Tick_6,Tick_7,Tick_8
1764685484.5384512,DOWN,0.15,0.16,0.02,-1628.3,0xb76b1ed02cf2ec60128df2d17badf6973249a9bb9f91cbdc1b17a56a8ea64e77,6.75,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
1764685466.9157073,UP,0.82,0.83,0.01,1522.4,0xe54494830fd0b49baa623e77a2fc45f2c427f2976e97c9a6716bb8b5ade757fc,1.3,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.83
1764685818.9415035,UP,0.34,0.35,0.02,1733.4,0x5c56ec6abd7d1c311ee6f0987f3c32677539a9d69f1702e647ff7c9641321e74,3.09,0.35,0.36,0.36,0.36,0.37,0.37,0.37,0.37
1764685813.6699016,UP,0.4,0.41,0.02,1563.4,0x7177ace618d7d794fd27caf6f9b1d3ea0fbb2014964fde6559de264a2aa061ed,2.63,0.42,0.42,0.43,0.41,0.41,0.41,0.4,0.4
1764685808.5291176,UP,0.4,0.41,0.02,1616.2,0x949597ebaec11edc9a61e53dfb858e08cdbfef4a33d60a6e892380720f1203a2,2.63,0.4,0.43,0.42,0.42,0.41,0.41,0.41,0.42
1764685878.091007,UP,0.48,0.48,0.01,1503.2,0x0a005a5b0f6f634f08bc018cfafea2bd95e45d77d0e2d37117ab77b56e88e658,2.81,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47
1764685871.5805528,DOWN,0.56,0.57,0.01,-1721.6,0x4f4d27959daa1b7ea6780c2f46a19d459fb7d7a79c55eaf648b8fc69a0628c3e,1.89,0.57,0.58,0.58,0.58,0.58,0.57,0.57,0.56
1764685866.6430032,UP,0.43,0.44,0.01,1605.0,0x7af2707a2d9844ae2f6c61dd611925204d37aad5227d03acc4c7e84677535913,2.45,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.45
1764685861.1941566,DOWN,0.64,0.65,0.02,-1564.6,0xdcab79f8139eb9ebd6702938ccb8300e91f025b7661bb3b623ea8874afb85ea2,1.66,0.65,0.64,0.63,0.62,0.62,0.61,0.61,0.61
1764685851.774024,UP,0.35,0.38,0.01,1582.8,0xd5d7fbf846151ab105fb1d06403cf41e71fe056015916d5babfad76cc8110965,2.84,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.38
1764685837.9895134,DOWN,0.67,0.69,0.01,-2595.0,0x4a011bae5e44cbe2d74352d760be88f3f03c4bd3df0be3d8f390c70cb7dd9de5,1.57,0.69,0.69,0.69,0.69,0.69,0.68,0.68,0.67
1764685826.3501363,DOWN,0.59,0.6,0.01,-1646.1,0x29a51d697297ffb5c63daac483152d054db362ecccdfca760d7c7786fda42f3f,1.8,0.61,0.6,0.58,0.6,0.6,0.6,0.6,0.61
1764685938.970316,UP,0.58,0.59,0.01,1640.7,0x24896c1295d8a3369c427d92c23d71adfce23621e6c38bfdd92e899e93fa379d,1.83,0.59,0.59,0.59,0.59,0.56,0.56,0.57,0.55
1764685931.8098571,UP,0.59,0.62,0.01,1978.6,0x33ba080ff91e2d8432d3037f8465dfc0841dd520cebe6950b89c935d5899101f,1.74,0.62,0.6,0.61,0.6,0.6,0.58,0.58,0.57
1764685925.6257591,UP,0.63,0.64,0.01,1847.6,0x3a337ae78481dab99dd1518dc6b2f4da745947661f52c93d36f6643e9455472e,1.69,0.63,0.65,0.65,0.66,0.66,0.66,0.65,0.64
1764685920.5430892,DOWN,0.46,0.46,0.01,-2868.7,0x879f80ca377d67da83fd153bed5252b0d814b087fdcf13f02231accef3b7cbb1,2.35,0.45,0.44,0.43,0.43,0.41,0.41,0.41,0.41
1764685915.232549,UP,0.56,0.57,0.01,1540.4,0xb97bd8082831979b111cc73353f573b95de94cf7819fa7fc7f6e6cc234bf0fbb,1.89,0.57,0.57,0.57,0.56,0.57,0.56,0.56,0.55
1764685909.7990336,UP,0.55,0.55,0.01,1789.3,0x5d09ab9c01ea45315689d9bd48d37088cfebd10432f68778e1656f4a696e5310,1.96,0.56,0.56,0.56,0.56,0.57,0.57,0.57,0.57
1764686001.6732285,DOWN,0.62,0.64,0.01,-1972.3,0x155baa3cf143ab709f0df6208d233139379dcc88d876ef4901abc30f286614f6,1.69,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63
1764685995.7865784,DOWN,0.61,0.61,0.01,-1872.8,0x669da1f6d2808c982206c3e12a7c00f8aa19dfdde67f7597d1b8f1a250393241,1.77,0.62,0.62,0.62,0.62,0.62,0.61,0.63,0.63
1764685966.5640512,DOWN,0.52,0.54,0.01,-1663.5,0x3833dcc8ddaa618d6254dd2bf21b058abde2c558c4ca814fe70108ebd906011c,2.5,0.54,0.54,0.54,0.54,0.54,0.53,0.54,0.54
1764685960.6486552,DOWN,0.46,0.48,0.02,-2327.8,0x8f10c2181af44cfafeab7a7f85696a340643c604725fb6e8ecf0a3242f57ac12,2.25,0.48,0.48,0.48,0.47,0.47,0.47,0.48,0.47
1764685953.8363688,DOWN,0.42,0.44,0.02,-1832.8,0x6573a12650277973616d5b40bc8c4c037258b1cbbdb79d247bd4339763645563,2.45,0.44,0.44,0.45,0.45,0.45,0.46,0.47,0.47
1764685947.0821655,DOWN,0.47,0.5,0.01,-2409.7,0xbdffb3edcbbf17d633d96c411fdcd58c9a986cd58198b0c4caed903bda1435f0,2.16,0.5,0.5,0.46,0.44,0.45,0.46,0.46,0.46
1764686057.2315297,DOWN,0.62,0.64,0.01,-1546.4,0x09c5260f49a3fc183ed295354efcb3986d04d0c3503ded72d354085b54cd302c,1.69,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.65
1764686051.4166663,UP,0.41,0.44,0.01,1998.6,0xb2a6cb910c0f01c68327d96621f871c7eda928026b3dbc579d48c866dc41a657,2.45,0.44,0.44,0.44,0.45,0.45,0.45,0.45,0.45
1764686046.08401,UP,0.42,0.41,0.01,2237.5,0xcdd2db0a2c243f002d24168ca515c1f1177966c68f70e6d5a244d199f493c24b,2.63,0.43,0.42,0.41,0.41,0.42,0.42,0.42,0.42
1764686038.6841872,DOWN,0.52,0.54,0.01,-1827.5,0x73b96a361773a742c713a6bbd8fb1e92be9f394484bc336af67d602a58a5b1f6,2.5,0.54,0.55,0.56,0.55,0.55,0.54,0.53,0.53
1764686029.3540225,DOWN,0.51,0.52,0.01,-1743.6,0x9e5d959c25edf3bf8691d6b9be7bc6f4afdd48231311b8e1c12616c97760b6d7,2.6,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.52
1764686018.8390305,UP,0.41,0.43,0.01,2459.9,0x2d249bd74c4dad59709eb7693c639c6c7fb48ce7cc2e580c646e1ade49110bb0,2.51,0.44,0.43,0.43,0.43,0.43,0.43,0.42,0.42
1764686009.2770214,DOWN,0.61,0.63,0.01,-2183.4,0x11c3b22e38ecf7e4248d8c39fd0605aa8b625b6fc85b0b659c0b16ffd3a7b401,1.71,0.63,0.64,0.64,0.64,0.64,0.64,0.64,0.64
1764686118.5340376,UP,0.68,0.68,0.01,2249.3,0xe53ca6e1871e89ee71fcf293c956eef9c7975ba3d4fff7cc350d34b99591512e,1.59,0.7,0.72,0.72,0.72,0.7,0.72,0.72,0.72
1764686113.3683124,DOWN,0.29,0.3,0.02,-1566.8,0x5fbb1600cf5abc51115a2ea44c59b35287541eddce18d46bc2c431ce60a80834,3.6,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28
1764686099.9254928,UP,0.6,0.61,0.01,2272.9,0x89837cd820aa72207aac120c26a292bd4c77468fa37dd37a378b97f9105bf917,1.77,0.61,0.61,0.61,0.62,0.63,0.63,0.63,0.66
1764686094.6376803,UP,0.63,0.64,0.01,2557.8,0x57adafabe1f20c9839a609537d12baa0a0c5dfad8135e85f8d3d067481a36674,1.69,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
1764686087.4871564,UP,0.57,0.6,0.01,1752.6,0xd743a26791791fd7f9a8f87c8fa92ed1b7cd7b6fe18a4c4210b2049181fcd13d,1.8,0.6,0.61,0.61,0.61,0.6,0.6,0.59,0.59
1764686081.511848,DOWN,0.48,0.52,0.01,-1676.6,0x586477b9777d001669c4cb39ea2c788153cd5427fa6fe25968c2b84674598d03,2.6,0.52,0.52,0.5,0.49,0.49,0.48,0.48,0.48
1764686075.8381095,DOWN,0.55,0.57,0.02,-3803.5,0xeeb2c7385ba13471a6f1d1ef6bfa2ccfd024d9edc374a42495c10bdd42111f36,1.89,0.57,0.57,0.57,0.57,0.57,0.56,0.55,0.55
1764686070.796843,UP,0.48,0.49,0.01,1543.5,0xa7f4946f5fa80cd41528deb4bcf627b52f3fb7d5ed9f11d6a3b48ba0501cdb26,2.57,0.49,0.49,0.49,0.49,0.48,0.48,0.47,0.46
1764686179.8662596,DOWN,0.39,0.4,0.01,-1628.8,0x303470891be149ad191fe8c0fa4fc91ad76ad07ce6bc09a6f48ae341225ff573,2.7,0.4,0.4,0.4,0.38,0.38,0.37,0.36,0.36
1764686173.7033136,DOWN,0.31,0.32,0.01,-1609.1,0xe19e1d6b09b542486b33141bcb96d377a471485a69c37bb571f21b303f34e672,3.38,0.32,0.32,0.32,0.31,0.31,0.3,0.3,0.31
1764686166.2866218,UP,0.66,0.67,0.02,1529.5,0xe8de2faa100c6b6a61b4358228618e58b2753547ba6b0145240afe684cbe91fb,1.61,0.67,0.69,0.69,0.69,0.69,0.69,0.68,0.69
1764686158.7747166,UP,0.71,0.71,0.01,1645.4,0xc47bc0afd0f2f5c6ad5f3799a74482bd34aa4e918cef03b45f45c6befc369c29,1.52,0.71,0.71,0.71,0.7,0.7,0.7,0.7,0.73
1764686152.873796,UP,0.71,0.71,0.01,2369.6,0x7bd993af89cb01da80a372cd0c88a12b38c87a7e873b4b970eb625a24a82dc99,1.52,0.72,0.71,0.71,0.71,0.71,0.71,0.72,0.72
1764686144.5782928,UP,0.7,0.72,0.02,1798.0,0xc75d4057535db1ef62159543d617d72b78d3ded625313bc733f277e9085b2583,1.5,0.72,0.73,0.73,0.73,0.73,0.73,0.74,0.72
1764686136.5070708,UP,0.72,0.72,0.01,2000.9,0x6e9d9597aac8915a0a2b20bf8b9cca246b86214072a5013c53802516d225946a,1.5,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.73
1764686124.5711691,UP,0.69,0.7,0.02,1776.6,0x315c34f0d60ea8b507f7d50885feaeff2ec8df7a8ba9d4bb3a88f1e70f292459,1.54,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.67
1764686239.0840857,DOWN,0.31,0.34,0.01,-1685.5,0x03123f350c1862c164d43ca63cf385c9b6f018706915cf613d2b17ee634dfd45,3.18,0.35,0.34,0.34,0.33,0.32,0.32,0.32,0.33
1764686233.3752136,UP,0.7,0.71,0.02,1574.8,0x557a5cc3d8b527392578b6290748f0e550a781e5e9faef6e95a220baf24b5f8e,1.52,0.71,0.7,0.71,0.71,0.71,0.7,0.7,0.7
1764686228.3154507,UP,0.63,0.66,0.01,2060.2,0xccb5939273b79466c6d8e7a44442acc703b5d2e9449c05902ba2dce882269bf9,1.64,0.65,0.65,0.65,0.69,0.69,0.69,0.69,0.69
1764686221.687622,DOWN,0.28,0.3,0.02,-1616.8,0x2359f578afde30856848652303a66bd4329f4337d611d5c947a4805b796be94e,3.6,0.3,0.33,0.34,0.34,0.34,0.36,0.36,0.36
1764686211.064272,UP,0.69,0.7,0.01,1728.8,0x4b48a8aa391baac8ab2bd928c9a1ae24c5c0fe3aa35b023f109ae885394b2e40,1.54,0.7,0.7,0.7,0.7,0.72,0.72,0.73,0.73
1764686205.0581324,UP,0.61,0.63,0.02,1618.7,0xa15bc34c2536442c90fe46220ccbfa55f79b8af4862b4e64db235ac667a878e0,1.71,0.63,0.63,0.63,0.63,0.64,0.64,0.65,0.65
1764686196.8229227,DOWN,0.39,0.4,0.01,-1721.1,0x30aa0b99864bc82e475a3793ecc28c28950cbc62f4f11c8f7ebc030198ae9774,2.7,0.4,0.4,0.4,0.4,0.4,0.42,0.42,0.42
1764686190.926789,UP,0.66,0.68,0.01,2050.9,0x5bcaae4b68f3b08690a0ec5eeeb803adbef7e2cc68417ab47349494f9cab89e2,1.59,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
1764686302.831417,DOWN,0.5,0.53,0.01,-1724.6,0x226d9e05d64dda70fac6b379435e05c1859581a25456fe719b1d6c940086f548,2.55,0.53,0.54,0.54,0.54,0.54,0.55,0.55,0.56
1764686296.3485262,UP,0.47,0.49,0.02,2482.1,0xa46aeb8b08ab0671f0086748ce590f41467eddfa1ed8075736000950cee96119,2.76,0.49,0.49,0.48,0.48,0.47,0.47,0.47,0.47
1764686291.0985281,DOWN,0.47,0.51,0.01,-2399.4,0xb6f0054c2e06f0b47a12d38b4506b45b1ce5f4e1a25d39b5f8d6fd1efdd0a765,2.65,0.52,0.53,0.53,0.53,0.54,0.54,0.55,0.55
1764686281.7842708,DOWN,0.4,0.41,0.01,-2028.7,0xd04db92265b60fa8198ee2c8a35211c2945b7327fc8d9ee35cdda5e4b38f197e,2.63,0.42,0.43,0.43,0.47,0.47,0.46,0.46,0.46
1764686273.7358932,UP,0.57,0.59,0.01,1558.3,0x61c7eaa46559b0f7844a274509ebab5fb72e0cb6b3e685e5133b0d7e035e7d52,1.83,0.6,0.58,0.58,0.58,0.58,0.6,0.6,0.6
1764686265.8999486,DOWN,0.31,0.32,0.02,-1547.3,0x56a8222a32f4ebea5b6ef88bf26d79a07925da067a0572f4cd5eb5860f7ea39e,3.38,0.33,0.33,0.35,0.35,0.35,0.36,0.36,0.36
1764686260.467723,UP,0.68,0.69,0.01,1510.4,0xb3d415cc63c97746ae18943bf6d37350c42d5ceae300b13649bcef08ae8a3f2e,1.57,0.71,0.72,0.72,0.73,0.73,0.73,0.73,0.72
1764686254.7319787,DOWN,0.29,0.3,0.01,-1582.8,0x39539a52aa3c0472c0fad5bbea71626eafd60a22d27689cfb94c1f53be164530,3.6,0.29,0.29,0.3,0.3,0.3,0.3,0.3,0.3
1764686245.0426075,UP,0.71,0.72,0.01,1708.1,0x68ad279b55e531bc95b7c3a747587e42e6c453185ea4af6601a08cf36678e035,1.5,0.72,0.72,0.73,0.73,0.73,0.73,0.73,0.74
1764686361.5689118,DOWN,0.28,0.29,0.01,-1501.1,0x19f99aab778e70d9ee7f5203459bce61749ac50e09cc9a923341ebdb7f574300,3.72,0.3,0.33,0.33,0.33,0.35,0.35,0.36,0.36
1764686356.341082,UP,0.74,0.74,0.01,2939.3,0x9edc5b329f30483c64bfcfa2200ea7ee7a61fb236751e97fa359a14bc8abc3cc,1.46,0.75,0.75,0.75,0.76,0.76,0.75,0.76,0.76
1764686347.5908766,UP,0.73,0.74,0.02,1858.2,0x1244abcd19521a6cb54016dc4a8658b75fd10fc1b3aa7c2dc61842bb27a4cd0d,1.46,0.75,0.75,0.74,0.74,0.74,0.74,0.74,0.74
1764686342.2452247,UP,0.65,0.67,0.01,1595.3,0xea081d95d99c684ca5e7613584eefe7bea6fa8f9f3c0a8e69c708cb782f1d2e2,1.61,0.67,0.69,0.69,0.69,0.69,0.69,0.69,0.7
1764686336.6378615,UP,0.56,0.6,0.01,1523.7,0xc808099007fb571ad25c61f49a20392792d0e2829b5114cd98029808aeb3d62d,1.8,0.59,0.6,0.6,0.6,0.61,0.62,0.63,0.63
1764686331.2881823,UP,0.56,0.56,0.02,1619.4,0xbea5e44a28b8396d6ed1e4720ac285cf475dc59e5d0c5af7cbf5613dffec209d,2.09,0.56,0.56,0.56,0.56,0.57,0.57,0.57,0.57
1764686325.9835918,UP,0.54,0.55,0.01,1871.1,0xf8ce546ded45a2174f128cb4050868da6af3d63a9cfa260d2b3c1bbc98081e5f,2.29,0.55,0.55,0.55,0.55,0.56,0.55,0.56,0.56
1764686320.4425926,UP,0.51,0.53,0.01,1503.2,0x54c74cf61fbe614eb1f3ca8c3ac819b5129137ec6d3c154605d97d851c24a3c9,2.55,0.53,0.54,0.54,0.54,0.55,0.55,0.53,0.53
1764686313.1770716,UP,0.5,0.52,0.02,1915.2,0x634f42501ffb8d26f784920bcf71c930602e7b9b2779c4864f4be4d52be8c658,2.6,0.52,0.52,0.52,0.51,0.51,0.51,0.5,0.5
1764686308.1014736,UP,0.47,0.47,0.02,1830.8,0x464705e0d974fe05017d4ecd17d2098f7439e3eb07bbee48e8d9e94b75766daf,2.68,0.47,0.47,0.47,0.48,0.48,0.48,0.49,0.49
1764686423.625707,DOWN,0.72,0.73,0.02,-1529.0,0x03f557dc8ec1fd8f9c11e2d08af6ff59dff6c873e414dc8d6d24f894ad825ee2,1.48,0.74,0.73,0.73,0.73,0.7,0.71,0.7,0.72
1764686415.5265923,DOWN,0.65,0.68,0.01,-1515.6,0x8112ab07a0975d9dfb78c20b5585236e108bc76ea32e76075d0f3967733b52c1,1.59,0.68,0.69,0.7,0.7,0.7,0.71,0.71,0.71
1764686409.22276,UP,0.34,0.36,0.01,1710.9,0x285f19edd297bba9d02effa5aaa83c2a16c13377bcb62cb0f99b4c60193b8f3f,3.0,0.38,0.38,0.4,0.4,0.4,0.41,0.41,0.41
1764686401.467236,UP,0.41,0.44,0.01,2231.8,0xd2d402eb706a66176ec3437a051a43d90275baa0b7518e4b9ac4ac1b159e5eb0,2.45,0.44,0.45,0.45,0.43,0.41,0.39,0.39,0.38
1764686391.2254915,DOWN,0.5,0.51,0.01,-2173.6,0x7e514026d5d7c658b39a47f219e75e7e65f607d71bb27961b2242dc85a6aa20f,2.65,0.51,0.51,0.52,0.52,0.52,0.53,0.53,0.53
1764686374.749093,DOWN,0.45,0.46,0.02,-1636.5,0x65a4deabb8615b2b9194d0d4ab8b89036583bfae2c61557fb108dba3957d2e73,2.74,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44
1764686369.4808047,DOWN,0.31,0.35,0.02,-1613.9,0xeed98cddb88d5f1334d541c9d18b544d12be3b626e26296455babeab2c95cb20,3.09,0.35,0.35,0.34,0.34,0.35,0.38,0.4,0.4
1764686476.1861746,DOWN,0.84,0.86,0.01,-1533.6,0x19e99fbd36c6c855240b812b82d1327e6c65dd2cf178d4c6f180958a667d8bb8,1.26,0.85,0.86,0.86,0.86,0.85,0.85,0.85,0.85
1764686470.4923337,DOWN,0.72,0.75,0.01,-2363.9,0xf9720860592d5860f6cf9c6bc2b23dfa9dd979a437fff661ccf4f8deec164e8f,1.44,0.73,0.77,0.79,0.8,0.8,0.8,0.8,0.8
1764686460.7755032,DOWN,0.76,0.8,0.01,-1957.8,0x95f1b008ca82c44dd9948f5d0f27991fc2d6239c9bc995da478317a937485c0e,1.35,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.82
1764686495.8224156,DOWN,0.85,0.87,0.02,-1579.9,0x11e9ba90f7b3d71fa966fc2368b3305ddd79c52adf4aa8e178689b7e6e348e9b,1.24,0.87,0.87,0.87,0.85,0.85,0.87,0.87,0.87
1764686593.4276388,DOWN,0.74,0.75,0.01,-1526.5,0x875572b59f144e7255d5ba96efa983dad03c06f50984f9057e0e09b92a3f6adf,1.44,0.8,0.78,0.77,0.74,0.74,0.74,0.75,0.75
1764686587.9664693,UP,0.26,0.27,0.02,2037.5,0x762f5c31c2ccd93d1e94723447865053912e14a3b57e34b5fea7dfbe25da3d5c,4.0,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.27
1764686655.6955633,UP,0.65,0.7,0.01,1913.2,0x40d0dc482e253b1083ea7ab3e418db9a53bba006ad41390b88305ce5f6aa76df,1.67,0.73,0.77,0.77,0.75,0.74,0.74,0.74,0.8
1764686642.0809705,DOWN,0.58,0.7,0.01,-1564.1,0x8274cec768f456e0f409de974f835f213f4b534342a7f0a59142d08909b080a5,1.67,0.81,0.83,0.94,0.9,0.91,0.92,0.92,0.92
1764686635.0442715,UP,0.33,0.38,0.02,1780.6,0x36c0eb8c3aa843e7aaf4c66e1c8563beaffa1e971e1aa55daea5f1ec19d4d3d4,2.84,0.37,0.36,0.36,0.36,0.37,0.37,0.38,0.4
1764686628.192535,UP,0.24,0.28,0.01,1634.2,0x279577c05c2434a9a62aef8c61d39ea6456f2880993c1dbb286fe5709e19663e,3.86,0.3,0.36,0.36,0.36,0.35,0.35,0.35,0.34
1764686619.9362779,UP,0.23,0.24,0.01,2251.4,0xc6976daf8643b08bd6830631aed7e51a3f01ccff6b2af7e107386ea66b22cb25,4.5,0.24,0.24,0.23,0.22,0.21,0.22,0.22,0.22
1764686723.5452967,UP,0.61,0.63,0.01,1921.4,0x9453a25997a51593087a7739cc0ebebac903da95542653983dc6ba7ac6b1794f,1.71,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
1764686718.2639441,DOWN,0.39,0.41,0.02,-2013.6,0x79f677633b3d542aaa2c08f2ccd674964228e443ba2004a2f5a5d1b5f35678e3,2.63,0.39,0.41,0.41,0.4,0.39,0.39,0.41,0.41
1764686711.07402,UP,0.54,0.55,0.01,2121.9,0x5e856a3ae51749b28328dac64059fbccdd79cef2d6fe7de4eeb4c984ec1207c1,1.96,0.55,0.55,0.55,0.56,0.57,0.56,0.56,0.58
1764686786.871468,UP,0.59,0.6,0.01,1774.0,0xd7108fd60821c0ede5949c96365bb5a8b3796c140e028eb064dd760357e4c10f,1.8,0.6,0.57,0.57,0.57,0.56,0.54,0.56,0.55
1764686774.32665,DOWN,0.51,0.52,0.01,-2309.4,0xf5fdedf8b28d4cf5e913fe567635d56f1fdbc687546ad7041b13b5834e34fa65,2.6,0.52,0.52,0.52,0.52,0.51,0.5,0.5,0.52
1764686769.3070722,UP,0.49,0.48,0.01,3237.6,0x119db104b6d35ede189c8f46c7d6fcb45764ae511161e87b3af40f2df929dacc,2.81,0.51,0.5,0.51,0.51,0.51,0.5,0.5,0.5
1764686764.0640223,DOWN,0.39,0.42,0.01,-1543.5,0xc0a95aa0996c6a2e49ec5115c8eeb09c4fe55a5f6597537931cf8d47651dd85e,2.57,0.45,0.45,0.46,0.5,0.5,0.5,0.5,0.5
1764686752.7745924,DOWN,0.44,0.43,0.01,-1595.9,0x40941438296b15c8e4665fa7147577689f280074420db69e5a083118a3e338c8,2.51,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.43
1764686744.8661559,DOWN,0.38,0.39,0.01,-1572.8,0xdd5e236b79170e8fa3db93f030411b0ad56585ff2417a659429fdc9d6f630dd9,2.77,0.4,0.41,0.41,0.41,0.43,0.43,0.43,0.44
1764686739.6660397,UP,0.63,0.65,0.01,2032.5,0x9174bd148256f951dddc12efef1d0fc650596dea9252a8b4af24dbc7b0395e87,1.66,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64
1764686732.230451,DOWN,0.35,0.39,0.01,-1869.2,0x57d0883d6d46508d16a282a1c84ed709862cf6ea27759ff40954d7e7dec4316f,2.77,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36
1764686846.2750936,UP,0.67,0.69,0.01,1810.5,0x3f450d9d22f70a5cdc7b1c0cf7ecbc3d71b07755fa448ea5d81e9c52e798a8b6,1.57,0.69,0.69,0.69,0.68,0.69,0.69,0.69,0.7
1764686839.8289375,UP,0.58,0.61,0.01,1868.7,0x3d5b14bff5b86fb158c7ce6712cfa7fdb566c0c7cdfa47b780393eef609807ae,1.77,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62
1764686833.3774316,UP,0.5,0.52,0.01,2765.9,0xab8667da725f88ad08bbf58d553afac3cff51feb33bf983fee6673d65970cc87,2.6,0.53,0.53,0.54,0.54,0.54,0.53,0.53,0.56
1764686827.1291761,UP,0.52,0.53,0.01,1691.8,0x4cb85f9cf9384d440d05695d93b25742b624bf3522d6541cc1a1cdd20ded5057,2.38,0.53,0.54,0.54,0.54,0.54,0.48,0.48,0.49
1764686821.8276742,DOWN,0.53,0.55,0.01,-1812.3,0xb6d6e65bb0589908308f0149e77e69bec8eb6fb3cf6b730fecbacbaa508dd998,2.13,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.55
1764686816.208217,UP,0.47,0.47,0.01,2300.9,0x4b3b913b5b9355ffa877537fe36e33d9a9edf72aade9ef52786c5b4df464556d,2.87,0.48,0.48,0.48,0.47,0.47,0.49,0.49,0.49
1764686807.825463,UP,0.49,0.5,0.01,1503.7,0xf7340827838268e31b7ccd05b9cd5c5837fffa513771667112d45e013512c355,2.7,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.48
1764686802.0063014,UP,0.48,0.5,0.01,2326.5,0x844b2484ceda2f7873db60059a679f0b43370ed3e37c67ce42485db377c4801d,2.7,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.49
1764686794.6286151,DOWN,0.52,0.52,0.02,-2152.8,0x26a2ba6581c2a699ebae5f514576387b82f1d1a32dc6c16dff9d366eabc3087b,2.6,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
1764686904.5289032,UP,0.73,0.76,0.01,1503.1,0x20eb8c20f7d44e0e4483cde8a2008735a8437b96a6606c825be19aadb9a66476,1.42,0.77,0.77,0.78,0.78,0.78,0.78,0.79,0.78
1764686899.1966052,UP,0.77,0.78,0.01,1549.9,0x69f35131d3e573a767cacce191991dd71263c9a0574b5ead3a11862d12668f56,1.38,0.76,0.76,0.76,0.76,0.76,0.76,0.75,0.75
1764686893.9673188,DOWN,0.2,0.21,0.01,-3095.1,0x36c2534bf8e9c9870f5cd99d93c624bf5df06a7acfc376f3c097597f5b1b7962,5.14,0.21,0.21,0.22,0.22,0.22,0.22,0.2,0.2
1764686886.7002041,DOWN,0.18,0.19,0.01,-1886.4,0x8b2e95ff48748e9e722bf82e53003818c6ae5a6c4b56e14170dc5f55e6650191,5.68,0.19,0.18,0.18,0.19,0.19,0.21,0.21,0.21
1764686881.194787,UP,0.75,0.75,0.01,1576.3,0x433356c1bbe91e5f5aed12efb80b7362b167951db0418f3bde2e40c47c64877e,1.44,0.76,0.76,0.76,0.78,0.78,0.79,0.79,0.79
1764686866.738928,DOWN,0.3,0.31,0.01,-5593.8,0xe4e0e23bbfdab5de0c932ddedc64b92f7845a3148cd602f9b1e8ae7baaad672c,3.48,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32
1764686860.8019338,UP,0.76,0.76,0.02,2261.1,0xf1a40383f5317754a2fe0c50b74418ed1c574b71cfe31a67bad4e16cb777406d,1.42,0.75,0.75,0.75,0.75,0.74,0.74,0.74,0.71
1764686852.7251363,DOWN,0.31,0.31,0.01,-2231.9,0x7c3d5989009b010c84333782a23b798b93d89add995b79d245d5b48e5f10b771,3.48,0.32,0.31,0.3,0.3,0.3,0.29,0.31,0.31
1764686963.8328233,DOWN,0.18,0.2,0.01,-1776.2,0x2b941840b06cc35175168fd8e6f01047bd261087d903ce3eb03ea5e60e6ed0a2,5.4,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18
1764686957.0479434,DOWN,0.23,0.24,0.01,-1519.5,0x226a8f952332dd672a7d122aad82ad0674c842400cbd73761241ca1a47051347,4.5,0.24,0.24,0.23,0.22,0.21,0.21,0.21,0.21
1764686951.09842,DOWN,0.24,0.25,0.02,-1766.8,0xd4ad6c24c2cf3cfc121825530f23c8f36250c61970229f82ae8aba6b534b03c1,4.32,0.25,0.24,0.24,0.24,0.23,0.22,0.22,0.21
1764686944.350891,DOWN,0.22,0.22,0.01,-1724.7,0x9eb2298142b39fb9e1b28caec8089b1aed5a0235d8b36eb9bf1af86c61974601,4.91,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21
1764686939.1754522,UP,0.78,0.79,0.01,1559.5,0x0bbc570bb79efe828ede6b689fa88b74c51ff0c0beef0efe15e86523ded7b2ef,1.37,0.8,0.8,0.8,0.8,0.8,0.8,0.78,0.79
